County,Year,BLM,USFS,State,County and Municipal,Industry,NIP,Native American,Total Of Volume,Total Private,Total Public
KLAMATH,2016,4433,13352,7866,0,46370,6514,0,78535,52884,25651
LAKE,1962,0,93500,0,0,70786,2766,0,167052,73552,93500
LAKE,1963,0,102700,0,,65557,4433,0,172690,69990,102700
LAKE,1964,0,158000,0,,95399,5408,0,258807,100807,158000
LAKE,1965,0,113100,32,0,51345,8092,0,172569,59437,113132
LAKE,1966,0,167700,0,0,89485,1235,0,258420,90720,167700
LAKE,1967,2,204200,0,0,34282,0,0,238484,34282,204202
LAKE,1968,0,149573,0,0,198118,48440,0,396131,246558,149573
LAKE,1969,3,129995,0,0,181913,9973,0,321884,191886,129998
LAKE,1970,0,93980,0,0,164259,1055,0,259294,165314,93980
LAKE,1971,248,100660,0,0,160014,92465,0,353387,252479,100908
LAKE,1972,0,136945,0,0,191839,12624,0,341408,204463,136945
LAKE,1973,0,97578,0,0,118219,10550,0,226347,128769,97578
LAKE,1974,0,130461,0,0,138315,42467,0,311243,180782,130461
LAKE,1975,0,104112,0,0,187413,16397,0,307922,203810,104112
LAKE,1976,20,146339,0,0,160936,4372,0,311667,165308,146359
LAKE,1977,0,74515,0,0,184576,10011,0,269102,194587,74515
LAKE,1978,0,138613,0,0,98156,1599,0,238368,99755,138613
LAKE,1979,0,114229,0,0,55860,2040,0,172129,57900,114229
LAKE,1980,0,123048,0,0,81490,460,0,204998,81950,123048
LAKE,1981,0,81204,0,0,65070,280,0,146554,65350,81204
LAKE,1982,0,107000,0,0,62748,258,0,170006,63006,107000
LAKE,1983,0,133567,0,0,55076,6461,0,195104,61537,133567
LAKE,1984,0,108131,0,0,14292,273,0,122696,14565,108131
LAKE,1985,0,138539,0,0,52997,0,0,191536,52997,138539
LAKE,1986,0,190092,0,0,25562,71,0,215725,25633,190092
LAKE,1987,0,145906,0,0,26281,994,0,173181,27275,145906
LAKE,1988,0,103673,0,0,13790,2029,0,119492,15819,103673
LAKE,1989,0,127943,0,2381,55195,1806,0,187325,57001,130324
LAKE,1990,0,72600,6,0,33634,2522,0,108762,36156,72606
LAKE,1991,0,82273,0,332,63723,2263,0,148591,65986,82605
LAKE,1992,0,62983,0,0,67562,14868,0,145413,82430,62983
LAKE,1993,0,71185,0,0,31229,14252,0,116666,45481,71185
LAKE,1994,0,41789,0,0,26506,5748,0,74043,32254,41789
LAKE,1995,0,46780,0,0,32191,9389,0,88360,41580,46780
LAKE,1996,0,16890,0,0,31816,3982,0,52688,35798,16890
LAKE,1997,0,44078,0,0,27202,4458,0,75738,31660,44078
LAKE,1998,0,22930,0,0,25280,1732,0,49942,27012,22930
LAKE,1999,0,20619,0,0,33926,2150,0,56695,36076,20619
LAKE,2000,0,10329,0,0,35659,4483,0,50471,40142,10329
LAKE,2001,0,25285,0,0,30204,1833,0,57322,32037,25285
LAKE,2002,0,17159,0,0,61822,2930,0,81911,64752,17159
LAKE,2003,344,21903,0,0,51606,1007,0,74860,52613,22247
LAKE,2004,0,40572,0,0,34993,3209,0,78774,38202,40572
LAKE,2005,0,6941,4,0,18815,1617,0,27377,20432,6945
LAKE,2006,0,12677,0,0,30348,1461,0,44486,31809,12677
LAKE,2007,0,5738,0,3,18052,178,0,23971,18230,5741
LAKE,2008,0,14122,0,0,13801,519,0,28442,14320,14122
LAKE,2009,0,15265,0,0,11219,374,0,26858,11593,15265
LAKE,2010,0,15915,0,0,16394,1861,0,34170,18255,15915
LAKE,2011,0,26777,0,0,10921,405,0,38103,11326,26777
LAKE,2012,0,6461.07,0,0,14361,2879,0,23701.07,17240,6461.07
LAKE,2013,0,2312,0,0,4918,20,0,7250,4938,2312
LAKE,2014,0,13135,0,0,7434,3605,0,24174,11039,13135
LAKE,2015,0,22413,0,106,3457,2471,0,28447,5928,22519
LAKE,2016,0,15659,0,0,13692,2970,0,32321,16662,15659
LANE,1962,168438,731400,5055,0,756300,47888,0,1709081,804188,904893
LANE,1963,278746,701100,7163,,547485,36925,0,1571419,584410,987009
LANE,1964,316410,741000,6856,,555014,49727,0,1669007,604741,1064266
LANE,1965,191446,857200,20793,2249,396017,61761,0,1529466,457778,1071688
LANE,1966,156347,693900,6755,395,500163,38932,0,1396492,539095,857397
LANE,1967,113812,572100,3985,373,574044,40603,0,1304917,614647,690270
LANE,1968,174469,746566,6775,55,531988,122329,0,1582182,654317,927865
LANE,1969,213162,748354,2250,440,449764,36932,0,1450902,486696,964206
LANE,1970,130335,553646,5247,0,567665,28044,0,1284937,595709,689228
LANE,1971,153811,653504,4471,5,623261,30784,0,1465836,654045,811791
LANE,1972,224292,851369,10771,175,559088,51404,0,1697099,610492,1086607
LANE,1973,214208,834847,8940,85,541706,75266,0,1675052,616972,1058080
LANE,1974,162891,610623,3317,246,401893,94314,0,1273284,496207,777077
LANE,1975,98844,397630,10957,17,479727,31849,0,1019024,511576,507448
LANE,1976,160885,566774,13319,158,392246,48122,0,1181504,440368,741136
LANE,1977,163699,602270,13636,0,328004,43093,0,1150702,371097,779605
LANE,1978,204587,588891,7464,0,324304,33406,0,1158652,357710,800942
LANE,1979,139571,705079,1965,0,369380,29672,0,1245667,399052,846615
LANE,1980,144031,493188,17031,0,309605,15623,0,979478,325228,654250
LANE,1981,118448,328373,2901,130,315894,13256,0,779002,329150,449852
LANE,1982,82282,347781,6632,14,488718,21449,0,946876,510167,436709
LANE,1983,120113,477354,11621,160,444651,38141,0,1092040,482792,609248
LANE,1984,139646,594070,6550,12,414599,33320,0,1188197,447919,740278
LANE,1985,165750,626040,12762,20,433606,46404,0,1284582,480010,804572
LANE,1986,194221,646725,6407,537,454691,34477,0,1337058,489168,847890
LANE,1987,183463,633954,288,0,464156,46394,0,1328255,510550,817705
LANE,1988,226222,673896,168,22,467889,64229,0,1432426,532118,900308
LANE,1989,167352,544495,9683,0,478362,75006,0,1274898,553368,721530
LANE,1990,113648,251865,3667,63,434316,86599,0,890158,520915,369243
LANE,1991,78738,270642,1810,16,391163,61879,0,804248,453042,351206
LANE,1992,68729,185851,4331,4,360805,89341,0,709061,450146,258915
LANE,1993,37509,135381,452,286,366801,97115,0,637544,463916,173628
LANE,1994,20932,88233,3964,96,386843,89543,0,589611,476386,113225
LANE,1995,23343,58054,152,534,410902,68850,0,561835,479752,82083
LANE,1996,45900,34139,1239,246,372760,46725,0,501009,419485,81524
LANE,1997,22710,27178,377,95,412689,45150,0,508199,457839,50360
LANE,1998,17825,23514,6334,30,382226,30521,0,460450,412747,47703
LANE,1999,26266,14068,9352,400,389816,51024,0,490926,440840,50086
LANE,2000,8867,28601,3544,956,403422,40104,0,485494,443526,41968
LANE,2001,6189,8822,9447,45,370364,25506,0,420373,395870,24503
LANE,2002,7380,10537,2091,475,421006,30377,0,471866,451383,20483
LANE,2003,15722,25713,8978,4732,387301,34590,0,477036,421891,55145
LANE,2004,26725,45217,5261,39,440391,51092,0,568725,491483,77242
LANE,2005,22082,52704,11632,360,459541,48492,0,594811,508033,86778
LANE,2006,26014,46675,7458,2,470694,43563,0,594406,514257,80149
LANE,2007,35822,38536,4073,341,399509,25287,0,503568,424796,78772
LANE,2008,21812,26250,16687,12,349766,17490,0,432017,367256,64761
LANE,2009,20671,27459,4174,8,280116,5216,0,337644,285332,52312
LANE,2010,31942,72553,7688,4,311852,31107,0,455146,342959,112187
LANE,2011,32997,85339,19032.24,3,349805,42371,0,529547.24,392176,137371.24
LANE,2012,24414.21,99813.12,21451.42,2,408318,36096,0,590094.75,444414,145680.75
LANE,2013,35508,97109,8974,12,405979,72267,0,619849,478246,141603
LANE,2014,37234,91705,10671,444,387985,72342,0,600381,460327,140054
LANE,2015,45504,83687,6714,188,362786,53883,0,552762,416669,136093
LANE,2016,29319,66962,3621,362,391694,53042,0,545000,444736,100264
LINCOLN,1962,13524,150800,7200,0,193684,22680,0,387888,216364,171524
LINCOLN,1963,8992,133500,2871,,268887,15080,0,429330,283967,145363
LINCOLN,1964,10175,127200,9679,,300837,20645,0,468536,321482,147054
LINCOLN,1965,10271,130500,8644,1400,256366,33375,0,440556,289741,150815
LINCOLN,1966,18038,121400,324,4750,251275,33777,0,429564,285052,144512
LINCOLN,1967,9857,133300,231,425,250426,24364,0,418603,274790,143813
LINCOLN,1968,20830,126523,4795,0,165970,135026,0,453144,300996,152148
LINCOLN,1969,15101,101060,9422,135,193301,27225,0,346244,220526,125718
LINCOLN,1970,14512,47972,8858,0,139598,15655,0,226595,155253,71342
LINCOLN,1971,14542,80320,7036,0,128418,9648,0,239964,138066,101898
LINCOLN,1972,23707,121927,24612,20,88699,12493,0,271458,101192,170266
LINCOLN,1973,51563,129514,6851,0,88299,18059,0,294286,106358,187928
LINCOLN,1974,23927,116161,16014,0,96423,3660,0,256185,100083,156102
LINCOLN,1975,16521,71079,9072,0,177905,11920,0,286497,189825,96672
LINCOLN,1976,9467,117977,11559,961,147264,7634,0,294862,154898,139964
LINCOLN,1977,15404,93330,15496,0,158340,17434,0,300004,175774,124230
LINCOLN,1978,18026,103285,21820,100,186531,10690,0,340452,197221,143231
LINCOLN,1979,22258,59576,17286,100,99185,10281,0,208686,109466,99220
LINCOLN,1980,3136,56620,3607,146,105914,3743,0,173166,109657,63509
LINCOLN,1981,17582,31566,7729,811,65404,5117,0,128209,70521,57688
LINCOLN,1982,14157,41167,1795,49,108020,6270,20,171478,114310,57168
LINCOLN,1983,25745,105841,11483,632,120401,7685,4789,276576,132875,143701
LINCOLN,1984,21822,129958,23869,120,117091,6479,2292,301631,125862,175769
LINCOLN,1985,25533,128761,15599,7,124377,7094,7147,308518,138618,169900
LINCOLN,1986,21618,138089,15000,0,108455,9538,136,292836,118129,174707
LINCOLN,1987,38219,113621,15439,47,111446,15029,4834,298635,131309,167326
LINCOLN,1988,44536,164796,22550,0,121384,19910,15391,388567,156685,231882
LINCOLN,1989,15162,101316,32037,0,148147,26258,9597,332517,184002,148515
LINCOLN,1990,21228,59683,12464,0,181710,17217,2434,294736,201361,93375
LINCOLN,1991,22744,41530,11463,2,226651,16122,6494,325006,249267,75739
LINCOLN,1992,16317,29187,22840,0,255761,23396,9028,356529,288185,68344
LINCOLN,1993,8679,2185,4848,0,221264,31784,0,268760,253048,15712
LINCOLN,1994,6,4204,9317,5,94304,24736,0,132572,119040,13532
LINCOLN,1995,7,1753,4220,0,135549,32537,5166,179232,173252,5980
LINCOLN,1996,0,1760,8426,182,126918,16665,0,153951,143583,10368
LINCOLN,1997,87,2349,13914,195,119620,19412,2143,157720,141175,16545
LINCOLN,1998,0,10402,5954,621,70764,12560,6112,106413,89436,16977
LINCOLN,1999,11,1399,16810,71,74318,15766,4785,113160,94869,18291
LINCOLN,2000,0,4077,2514,891,118217,13272,0,138971,131489,7482
LINCOLN,2001,0,1609,3326,5,76557,9766,564,91827,86887,4940
LINCOLN,2002,0,3589,9407,11,137617,8401,5700,164725,151718,13007
LINCOLN,2003,0,1954,5849,16,153125,11492,3616,176052,168233,7819
LINCOLN,2004,642,2270,6692,107,146701,22575,4619,183606,173895,9711
LINCOLN,2005,27,6584,8270,7,176926,14433,3120,209367,194479,14888
LINCOLN,2006,22,6527,6416,10,181946,13664,3547,212132,199157,12975
LINCOLN,2007,63,6626,2176,19,173463,8989,1545,192881,183997,8884
LINCOLN,2008,40,10588,7449,84,122555,4395,77,145188,127027,18161
LINCOLN,2009,0,6663,7617,0,58090,6296,2865,81531,67251,14280
LINCOLN,2010,61,13969,6497,194,88503,9970,2251,121445,100724,20721
LINCOLN,2011,1902,25672,6778,0,113006,15251,3393,166002,131650,34352
LINCOLN,2012,1168.02,20254.08,12837.74,14,123576,9260,2284,169393.84,135120,34273.84
LINCOLN,2013,0,19687,977,175,130487,19171,2607,173104,152265,20839
LINCOLN,2014,1886,21379,2018,103,144531,37775,0,207692,182306,25386
LINCOLN,2015,0,23341,16530,659,119564,14701,2251,177046,136516,40530
LINCOLN,2016,534,12903,8918,211,133874,17156,4799,178395,155829,22566
LINN,1962,51620,237700,0,0,287301,41292,0,617913,328593,289320
LINN,1963,70847,171900,626,,246054,132412,0,621839,378466,243373
LINN,1964,123046,162800,4809,,261199,75741,0,627595,336940,290655
LINN,1965,64464,236100,3445,1269,295371,104688,0,705337,400059,305278
LINN,1966,77223,159700,3610,1450,358459,87256,0,687698,445715,241983
LINN,1967,52732,162100,1566,0,231623,189331,0,637352,420954,216398
LINN,1968,68744,205572,3603,35,254735,169422,0,702111,424157,277954
LINN,1969,86154,209138,1224,0,55314,316492,0,668322,371806,296516
LINN,1970,47495,215272,1273,0,241637,89787,0,595464,331424,264040
LINN,1971,82304,213463,1870,0,214991,86519,0,599147,301510,297637
LINN,1972,91042,198449,7405,0,269241,121692,0,687829,390933,296896
LINN,1973,71435,219793,8972,0,251323,141720,0,693243,393043,300200
LINN,1974,59731,190953,10669,0,337529,66794,0,665676,404323,261353
LINN,1975,26387,196442,9173,0,371975,60230,0,664207,432205,232002
LINN,1976,48556,243781,10388,0,376928,82009,0,761662,458937,302725
LINN,1977,45582,159513,11563,0,384204,27072,0,627934,411276,216658
LINN,1978,47262,267586,8952,0,369915,13950,0,707665,383865,323800
LINN,1979,37179,197826,5908,0,375620,9922,0,626455,385542,240913
LINN,1980,33202,135951,9564,12,406659,3926,0,589314,410585,178729
LINN,1981,32047,136199,14087,0,327823,4643,0,514799,332466,182333
LINN,1982,22116,113174,12517,0,402688,5533,0,556028,408221,147807
LINN,1983,26997,165089,5562,0,366185,7855,0,571688,374040,197648
LINN,1984,53812,161566,6420,0,430326,7175,0,659299,437501,221798
LINN,1985,37870,231270,2875,0,341335,7782,0,621132,349117,272015
LINN,1986,52108,205954,2360,0,388260,5672,0,654354,393932,260422
LINN,1987,43784,236879,10044,0,264361,13522,0,568590,277883,290707
LINN,1988,55203,215138,5186,0,212741,13541,0,501809,226282,275527
LINN,1989,25465,186006,1787,39,230067,20313,0,463677,250380,213297
LINN,1990,25912,73300,1378,7,160389,18551,0,279537,178940,100597
LINN,1991,19705,114902,3160,0,111831,11926,0,261524,123757,137767
LINN,1992,25859,70802,5939,42,121393,25383,0,249418,146776,102642
LINN,1993,13000,67019,3817,168,145481,29016,0,258501,174497,84004
LINN,1994,5131,24379,1137,25,173924,25714,0,230310,199638,30672
LINN,1995,5608,13003,2441,12,183795,23590,0,228449,207385,21064
LINN,1996,6250,19257,3277,247,200912,28433,0,258376,229345,29031
LINN,1997,6896,21492,3759,60,175367,19618,0,227192,194985,32207
LINN,1998,3857,12552,15701,0,152300,10159,0,194569,162459,32110
LINN,1999,5607,4967,14021,0,222291,17393,0,264279,239684,24595
LINN,2000,7827,5750,13365,120,204186,13563,0,244811,217749,27062
LINN,2001,1426,1419,17908,222,173229,10189,0,204393,183418,20975
LINN,2002,2517,3973,13364,637,214220,27866,0,262577,242086,20491
LINN,2003,5927,10858,13186,45,215449,14413,0,259878,229862,30016
LINN,2004,5989,24107,11836,450,203074,37302,0,282758,240376,42382
LINN,2005,5595,7446,21938,22,236083,25689,0,296773,261772,35001
LINN,2006,259,5031,6831,0,223555,22879,0,258555,246434,12121
LINN,2007,5178,3853,11682,4,256578,10252,0,287547,266830,20717
LINN,2008,6344,8769,9825,0,229667,7766,0,262371,237433,24938
LINN,2009,4101,6979,11295,0,191206,5854,0,219435,197060,22375
LINN,2010,1419,4002,18197,0,188170,7674,0,219462,195844,23618
LINN,2011,16559,14590,5762,61,226065,15177,0,278214,241242,36972
LINN,2012,4844.61,21932.72,2586.56,11,197185,14047,0,240606.89,211232,29374.89
LINN,2013,14354,35874,13871,0,224349,23657,0,312105,248006,64099
LINN,2014,15930,29564,12128,0,223186,33359,0,314167,256545,57622
LINN,2015,11346,30174,12423,178,214746,21122,0,289989,235868,54121
LINN,2016,25500,29408,8031,17,210804,28971,0,302731,239775,62956
MALHEUR,1962,0,0,0,0,0,0,0,0,0,0
MALHEUR,1963,0,100,0,,0,0,0,100,0,100
MALHEUR,1964,0,0,0,,0,0,0,0,0,0
MALHEUR,1965,0,1200,0,0,0,0,0,1200,0,1200
MALHEUR,1966,0,2500,0,0,0,0,0,2500,0,2500
MALHEUR,1967,0,0,0,0,0,150,0,150,150,0
MALHEUR,1968,114,3,0,0,0,0,0,117,0,117
MALHEUR,1969,354,0,0,0,0,0,0,354,0,354
MALHEUR,1972,0,0,0,0,0,0,0,0,0,0
MALHEUR,1973,376,0,0,0,0,1661,0,2037,1661,376
MALHEUR,1974,0,0,0,0,0,0,0,0,0,0
MALHEUR,1975,0,3070,0,0,0,599,0,3669,599,3070
MALHEUR,1976,0,0,0,0,0,559,0,559,559,0
MALHEUR,1977,0,11,0,0,0,4161,0,4172,4161,11
MALHEUR,1978,0,0,0,0,0,121,0,121,121,0
MALHEUR,1979,0,0,0,0,0,1300,0,1300,1300,0
MALHEUR,1980,0,0,0,0,0,0,0,0,0,0
MALHEUR,1981,0,0,0,0,0,230,0,230,230,0
MALHEUR,1982,0,0,0,0,42,80,0,122,122,0
MALHEUR,1983,0,0,0,0,0,97,0,97,97,0
MALHEUR,1984,0,0,0,0,0,0,0,0,0,0
MALHEUR,1985,0,0,0,0,0,0,0,0,0,0
MALHEUR,1986,276,0,0,0,0,0,0,276,0,276
MALHEUR,1987,362,0,0,0,0,1609,0,1971,1609,362
MALHEUR,1988,0,0,0,0,743,1165,0,1908,1908,0
MALHEUR,1989,269,0,0,0,0,573,0,842,573,269
MALHEUR,1990,0,0,0,0,0,276,0,276,276,0
MALHEUR,1991,0,0,0,0,611,0,0,611,611,0
MALHEUR,1992,0,0,0,0,226,4443,0,4669,4669,0
MALHEUR,1993,0,0,0,0,2134,4173,0,6307,6307,0
MALHEUR,1994,0,0,0,0,2109,423,0,2532,2532,0
MALHEUR,1995,0,0,0,0,3878,834,0,4712,4712,0
MALHEUR,1996,879,0,0,0,1444,0,0,2323,1444,879
MALHEUR,1997,0,0,0,0,201,0,0,201,201,0
MALHEUR,1998,0,0,0,0,1668,700,0,2368,2368,0
MALHEUR,1999,0,0,0,0,0,324,0,324,324,0
MALHEUR,2000,0,0,0,0,0,326,0,326,326,0
MALHEUR,2001,0,0,0,0,0,735,0,735,735,0
MALHEUR,2002,0,0,0,0,131,373,0,504,504,0
MALHEUR,2003,0,0,0,0,297,434,0,731,731,0
MALHEUR,2004,0,0,0,0,90,314,0,404,404,0
MALHEUR,2005,0,0,0,0,0,0,0,0,0,0
MALHEUR,2006,0,0,0,0,1515,0,0,1515,1515,0
MALHEUR,2007,0,0,0,0,706,804,0,1510,1510,0
MALHEUR,2008,1115,0,0,0,0,0,0,1115,0,1115
MALHEUR,2009,0,0,0,0,0,0,0,0,0,0
MALHEUR,2010,0,0,0,0,0,0,0,0,0,0
MALHEUR,2011,0,0,0,0,0,0,0,0,0,0
MALHEUR,2012,0,0,0,0,0,1308,0,1308,1308,0
MALHEUR,2013,0,0,0,0,0,571,0,571,571,0
MALHEUR,2014,0,0,0,0,0,48,0,48,48,0
MALHEUR,2015,0,0,0,0,0,0,0,0,0,0
MALHEUR,2016,0,0,0,0,0,0,0,0,0,0
MARION,1962,11159,78200,8300,0,4100,5610,0,107369,9710,97659
MARION,1963,15226,86600,23856,,2590,7735,0,136007,10325,125682
MARION,1964,16006,81600,8747,,8570,9317,0,124240,17887,106353
MARION,1965,12989,97600,6450,0,4350,5765,0,127154,10115,117039
MARION,1966,9179,55700,9101,0,6195,7580,0,87755,13775,73980
MARION,1967,8626,42600,2357,0,11380,5088,0,70051,16468,53583
MARION,1968,4027,97282,10838,938,24694,3761,0,141540,28455,113085
MARION,1969,8399,73091,5037,4,26062,5441,0,118034,31503,86531
MARION,1970,12072,74795,8004,0,14340,8726,0,117937,23066,94871
MARION,1971,11657,43370,2106,0,24539,4524,0,86196,29063,57133
MARION,1972,5428,64744,6284,0,11567,4171,0,92194,15738,76456
MARION,1973,12840,38894,1289,0,12834,6685,0,72542,19519,53023
MARION,1974,6073,44871,4983,0,9492,5398,0,70817,14890,55927
MARION,1975,6321,28790,6460,246,14708,3524,0,60049,18232,41817
MARION,1976,14756,37913,8918,90,16411,8112,0,86200,24523,61677
MARION,1977,13111,40278,9880,0,40656,7446,0,111371,48102,63269
MARION,1978,7615,45178,10818,0,21222,5263,0,90096,26485,63611
MARION,1979,6624,40744,7719,7,30607,5977,0,91678,36584,55094
MARION,1980,4942,45924,2543,379,20925,2727,0,77440,23652,53788
MARION,1981,2215,51691,12407,50,16116,2857,0,85336,18973,66363
MARION,1982,4256,28780,6217,0,27546,2753,0,69552,30299,39253
MARION,1983,3996,61023,10728,0,22882,4424,0,103053,27306,75747
MARION,1984,7199,55778,10103,7,19661,4616,0,97364,24277,73087
MARION,1985,346,43022,9488,14,21283,8659,0,82812,29942,52870
MARION,1986,4691,100634,14364,0,30835,12992,0,163516,43827,119689
MARION,1987,11304,59296,9344,0,23692,8913,0,112549,32605,79944
MARION,1988,12935,54818,1900,0,26116,13663,0,109432,39779,69653
MARION,1989,14407,52907,4954,0,26782,16765,0,115815,43547,72268
MARION,1990,9527,12935,5020,0,29189,15819,0,72490,45008,27482
MARION,1991,6868,32522,1757,0,20152,10449,0,71748,30601,41147
MARION,1992,4154,13946,5034,0,31929,15127,0,70190,47056,23134
MARION,1993,17706,17454,2425,0,26193,26213,827,90818,53233,37585
MARION,1994,896,8288,953,1,45317,24477,0,79932,69794,10138
MARION,1995,1871,12940,5444,0,49732,25982,0,95969,75714,20255
MARION,1996,6464,4695,4153,25,42516,15285,0,73138,57801,15337
MARION,1997,0,8074,4708,159,42853,12419,0,68213,55272,12941
MARION,1998,0,417,4079,0,55455,8071,0,68022,63526,4496
MARION,1999,0,0,6921,22,47727,12634,2682,69986,63043,6943
MARION,2000,15,0,2998,515,48555,14076,75,66234,62706,3528
MARION,2001,0,0,1678,0,53110,11095,0,65883,64205,1678
MARION,2002,131,322,3982,164,53290,9835,0,67724,63125,4599
MARION,2003,3376,2388,3905,359,46648,27912,0,84588,74560,10028
MARION,2004,1364,1244,15777,385,41990,24492,0,85252,66482,18770
MARION,2005,946,7760,9087,92,49097,31895,0,98877,80992,17885
MARION,2006,0,3567,15730,2,44678,17415,0,81392,62093,19299
MARION,2007,0,5185,11984,9,43863,8627,0,69668,52490,17178
MARION,2008,2856,1051,7517,4,31885,6947,0,50260,38832,11428
MARION,2009,2268,6885,2488,0,11246,2292,0,25179,13538,11641
MARION,2010,0,1802,14512,7,26430,9625,0,52376,36055,16321
MARION,2011,753,7843,11607.56,36,33913,12724,0,66876.56,46637,20239.56
MARION,2012,6557.76,3028.82,5247.18,29,47858,15329,0,78049.76,63187,14862.76
MARION,2013,0,7514,2622,16,51420,22268,0,83840,73688,10152
MARION,2014,3701,2824,2387,0,48763,21603,0,79278,70366,8912
MARION,2015,4702,9153,7531,26,49630,15234,0,86276,64864,21412
MARION,2016,2390,9757,7594,0,34027,14953,0,68721,48980,19741
MORROW,1962,0,20800,0,0,22101,1558,0,44459,23659,20800
MORROW,1963,0,5400,0,,14440,3436,0,23276,17876,5400
MORROW,1964,0,4500,0,,10822,14194,0,29516,25016,4500
MORROW,1965,0,11300,0,0,5703,10262,0,27265,15965,11300
MORROW,1966,0,21300,0,0,21020,5,0,42325,21025,21300
MORROW,1967,0,9800,180,0,14832,12304,0,37116,27136,9980
MORROW,1968,0,2459,0,0,12862,7913,0,23234,20775,2459
MORROW,1969,0,939,0,0,8165,773,0,9877,8938,939
MORROW,1970,1033,11152,0,0,13372,2914,0,28471,16286,12185
MORROW,1971,0,913,0,0,13671,1570,0,16154,15241,913
MORROW,1972,0,11782,0,0,16150,10380,0,38312,26530,11782
MORROW,1973,0,19338,0,0,5863,0,0,25201,5863,19338
MORROW,1974,0,10148,0,0,4704,614,0,15466,5318,10148
MORROW,1975,0,21224,0,0,7624,4754,0,33602,12378,21224
MORROW,1976,0,34792,0,0,16576,2277,0,53645,18853,34792
MORROW,1977,167,18915,0,0,10681,1320,0,31083,12001,19082
MORROW,1978,0,13095,0,0,7018,480,0,20593,7498,13095
MORROW,1979,0,8580,0,0,9740,1860,0,20180,11600,8580
MORROW,1980,0,13967,0,0,10840,2890,0,27697,13730,13967
MORROW,1981,0,27756,0,0,19210,300,0,47266,19510,27756
MORROW,1982,0,55464,0,0,21808,8075,0,85347,29883,55464
MORROW,1983,69,33972,1589,0,17692,435,0,53757,18127,35630
MORROW,1984,0,32277,0,0,5303,16555,0,54135,21858,32277
MORROW,1985,0,32151,0,211,7931,10542,0,50835,18473,32362
MORROW,1986,0,21530,0,352,10633,3153,0,35668,13786,21882
MORROW,1987,0,40509,0,0,11735,14503,0,66747,26238,40509
MORROW,1988,0,23945,0,0,15970,19227,0,59142,35197,23945
MORROW,1989,0,37206,0,0,7153,19505,0,63864,26658,37206
MORROW,1990,0,14439,0,0,9504,12469,0,36412,21973,14439
MORROW,1991,0,15213,0,0,7701,4538,0,27452,12239,15213
MORROW,1992,0,11340,0,0,5963,13895,0,31198,19858,11340
MORROW,1993,0,7067,0,0,6101,14000,0,27168,20101,7067
MORROW,1994,0,0,0,0,431,1938,0,2369,2369,0
MORROW,1995,0,58,0,0,4303,4227,0,8588,8530,58
MORROW,1996,0,5752,0,0,15639,4452,0,25843,20091,5752
MORROW,1997,0,6018,0,0,25144,2179,0,33341,27323,6018
MORROW,1998,0,9067,0,0,22885,2286,0,34238,25171,9067
MORROW,1999,0,8172,0,0,9009,3168,0,20349,12177,8172
MORROW,2000,0,2098,0,7,2699,6470,0,11274,9169,2105
MORROW,2001,0,0,0,0,4259,352,0,4611,4611,0
MORROW,2002,0,3428,0,0,2323,2738,0,8489,5061,3428
MORROW,2003,0,2107,0,0,7883,3930,0,13920,11813,2107
MORROW,2004,0,861,0,0,2516,4030,0,7407,6546,861
MORROW,2005,0,266,0,0,960,10023,0,11249,10983,266
MORROW,2006,0,0,0,0,1856,3453,0,5309,5309,0
MORROW,2007,0,359,0,0,2220,1864,0,4443,4084,359
MORROW,2008,0,295,0,0,183,1006,0,1484,1189,295
MORROW,2009,0,2296,0,0,17239,1377,0,20912,18616,2296
MORROW,2010,0,4216,0,61,31901,1518,0,37696,33419,4277
MORROW,2011,0,5065,2,1635,37440,805,0,44947,38245,6702
MORROW,2012,0,4277.44,0,0,44562,600,0,49439.44,45162,4277.44
MORROW,2013,0,801,0,0,51419,405,0,52625,51824,801
MORROW,2014,0,2383,140,0,0,1258,0,3781,1258,2523
MORROW,2015,0,111,0,0,0,2227,0,2338,2227,111
MORROW,2016,0,5,0,0,0,813,0,818,813,5
MULTNOMAH,1962,151,24600,0,0,400,9019,0,34170,9419,24751
MULTNOMAH,1963,411,23500,0,,1820,3141,0,28872,4961,23911
MULTNOMAH,1964,0,41000,0,,3359,1975,0,46334,5334,41000
MULTNOMAH,1965,17,35500,0,0,4400,4099,0,44016,8499,35517
MULTNOMAH,1966,23,36000,0,0,2649,1649,0,40321,4298,36023
MULTNOMAH,1967,0,20300,0,0,1302,689,0,22291,1991,20300
MULTNOMAH,1968,0,65636,0,0,2250,1502,0,69388,3752,65636
MULTNOMAH,1969,0,34751,0,7000,0,1116,0,42867,1116,41751
MULTNOMAH,1970,0,51531,0,0,920,450,0,52901,1370,51531
MULTNOMAH,1971,56,14270,0,624,0,360,0,15310,360,14950
MULTNOMAH,1972,0,18992,0,0,1200,653,0,20845,1853,18992
MULTNOMAH,1973,27,49443,0,2356,1086,9962,0,62874,11048,51826
MULTNOMAH,1974,0,48910,0,0,3106,2640,0,54656,5746,48910
MULTNOMAH,1975,0,37595,0,77,4139,1086,0,42897,5225,37672
MULTNOMAH,1976,0,19478,0,335,3537,2160,0,25510,5697,19813
MULTNOMAH,1977,20,12522,0,0,6352,4745,0,23639,11097,12542
MULTNOMAH,1978,19,9921,0,0,6487,1168,0,17595,7655,9940
