County,Year,BLM,USFS,State,County and Municipal,Industry,NIP,Native American,Total Of Volume,Total Private,Total Public
MULTNOMAH,1979,0,41682,0,0,6468,1554,0,49704,8022,41682
MULTNOMAH,1980,0,27251,0,0,5294,724,0,33269,6018,27251
MULTNOMAH,1981,23,41906,0,0,8711,697,0,51337,9408,41929
MULTNOMAH,1982,0,7101,38,0,6534,1892,0,15565,8426,7139
MULTNOMAH,1983,1671,5598,0,0,4841,1764,0,13874,6605,7269
MULTNOMAH,1984,2309,4849,0,0,2113,3922,0,13193,6035,7158
MULTNOMAH,1985,2007,1621,0,0,6273,4001,0,13902,10274,3628
MULTNOMAH,1986,0,9134,0,0,9898,7262,0,26294,17160,9134
MULTNOMAH,1987,0,2659,0,0,11703,7385,0,21747,19088,2659
MULTNOMAH,1988,0,17142,0,7,10238,6588,0,33975,16826,17149
MULTNOMAH,1989,2686,10879,0,0,7700,5456,0,26721,13156,13565
MULTNOMAH,1990,2365,6866,0,0,15420,10769,0,35420,26189,9231
MULTNOMAH,1991,0,13376,0,0,5745,6881,0,26002,12626,13376
MULTNOMAH,1992,0,5719,0,0,12683,9559,0,27961,22242,5719
MULTNOMAH,1993,1,2423,0,0,12694,11843,0,26961,24537,2424
MULTNOMAH,1994,460,0,0,0,4415,7199,0,12074,11614,460
MULTNOMAH,1995,0,0,0,30,8944,4801,0,13775,13745,30
MULTNOMAH,1996,0,0,0,5,5108,3964,0,9077,9072,5
MULTNOMAH,1997,0,45,0,118,3187,3075,0,6425,6262,163
MULTNOMAH,1998,0,0,0,23,5535,2502,0,8060,8037,23
MULTNOMAH,1999,0,0,0,0,4264,2187,0,6451,6451,0
MULTNOMAH,2000,0,0,0,0,5240,4398,0,9638,9638,0
MULTNOMAH,2001,0,0,0,0,10734,3069,0,13803,13803,0
MULTNOMAH,2002,0,0,0,0,8369,1072,0,9441,9441,0
MULTNOMAH,2003,0,0,0,0,4674,1993,0,6667,6667,0
MULTNOMAH,2004,919,0,0,0,8986,5935,0,15840,14921,919
MULTNOMAH,2005,9,0,0,0,4733,4482,0,9224,9215,9
MULTNOMAH,2006,18,0,0,0,11416,2450,0,13884,13866,18
MULTNOMAH,2007,0,0,0,0,5796,1653,0,7449,7449,0
MULTNOMAH,2008,0,0,0,0,8425,398,0,8823,8823,0
MULTNOMAH,2009,0,0,0,0,2672,825,0,3497,3497,0
MULTNOMAH,2010,838,0,0,0,8602,4476,0,13916,13078,838
MULTNOMAH,2011,8740,0,0,0,8228,876,0,17844,9104,8740
MULTNOMAH,2012,6624.18,0,0,0,11956,3457,0,22037.18,15413,6624.18
MULTNOMAH,2013,8772,0,0,0,9584,4806,0,23162,14390,8772
MULTNOMAH,2014,6224,0,0,0,13054,3920,0,23198,16974,6224
MULTNOMAH,2015,125,0,0,17,14297,1815,0,16254,16112,142
MULTNOMAH,2016,0,0,0,0,15142,2928,0,18070,18070,0
POLK,1962,28289,600,516,0,53254,6034,0,88693,59288,29405
POLK,1963,52812,2700,2939,,98215,2876,0,159542,101091,58451
POLK,1964,56383,4700,5139,,62550,3723,0,132495,66273,66222
POLK,1965,45056,3600,14263,0,46397,5075,0,114391,51472,62919
POLK,1966,41301,500,4689,0,52442,2409,0,101341,54851,46490
POLK,1967,19609,5400,1552,0,32378,4371,0,63310,36749,26561
POLK,1968,32603,923,2011,0,56501,6396,0,98434,62897,35537
POLK,1969,26249,0,4678,0,48586,19682,0,99195,68268,30927
POLK,1970,38831,0,448,0,41825,6904,0,88008,48729,39279
POLK,1971,35297,0,9772,0,47982,14325,0,107376,62307,45069
POLK,1972,23801,2928,14029,0,41813,11767,0,94338,53580,40758
POLK,1973,31602,4413,9280,0,39343,15234,0,99872,54577,45295
POLK,1974,20872,0,497,0,57699,3704,0,82772,61403,21369
POLK,1975,7839,0,5351,0,54000,3074,0,70264,57074,13190
POLK,1976,13000,0,7314,440,57766,7976,0,86496,65742,20754
POLK,1977,20125,2316,6038,0,49197,11385,0,89061,60582,28479
POLK,1978,4767,0,6315,0,63920,5849,0,80851,69769,11082
POLK,1979,12019,0,4312,0,60893,4103,0,81327,64996,16331
POLK,1980,18162,1078,3116,0,58321,1116,0,81793,59437,22356
POLK,1981,13171,0,3895,716,64894,5562,0,88238,70456,17782
POLK,1982,2420,0,3292,0,87628,6733,0,100073,94361,5712
POLK,1983,9992,0,2086,0,84232,6535,0,102845,90767,12078
POLK,1984,7955,0,9697,0,56510,11432,0,85594,67942,17652
POLK,1985,8502,0,9357,0,76453,7991,0,102303,84444,17859
POLK,1986,14895,0,10606,0,98538,13169,0,137208,111707,25501
POLK,1987,12533,458,21410,0,103533,13269,0,151203,116802,34401
POLK,1988,13987,0,5322,0,118371,23936,0,161616,142307,19309
POLK,1989,12293,0,7816,0,105429,19303,0,144841,124732,20109
POLK,1990,11112,80,10151,511,80297,15165,0,117316,95462,21854
POLK,1991,278,1293,1423,5,96623,7863,0,107485,104486,2999
POLK,1992,3951,4904,3216,2,93439,13813,0,119325,107252,12073
POLK,1993,1516,7,3308,0,113035,16569,0,134435,129604,4831
POLK,1994,113,0,23,83,103223,11682,0,115124,114905,219
POLK,1995,100,0,0,0,124720,15428,0,140248,140148,100
POLK,1996,10,0,1041,35,115848,9857,0,126791,125705,1086
POLK,1997,1793,0,4272,0,96717,11707,0,114489,108424,6065
POLK,1998,2164,0,1324,39,100327,7683,0,111537,108010,3527
POLK,1999,0,40,5980,4,127737,7975,0,141736,135712,6024
POLK,2000,125,0,945,34,126429,8981,0,136514,135410,1104
POLK,2001,27,0,2954,0,122814,6906,0,132701,129720,2981
POLK,2002,0,0,2995,0,109229,6382,0,118606,115611,2995
POLK,2003,98,0,2956,0,136292,6788,923,147057,144003,3054
POLK,2004,1011,0,396,0,176067,17709,0,195183,193776,1407
POLK,2005,2168,0,1986,289,151804,15613,0,171860,167417,4443
POLK,2006,3143,0,2925,0,160154,12615,0,178837,172769,6068
POLK,2007,5045,0,2895,20,129378,7806,0,145144,137184,7960
POLK,2008,5479,20,793,18,112207,4776,0,123293,116983,6310
POLK,2009,11536,0,0,4,90372,2206,0,104118,92578,11540
POLK,2010,4940,0,1703,0,80534,8472,0,95649,89006,6643
POLK,2011,4203,0,1177,23,101406,7885,23,114717,109314,5403
POLK,2012,479.52,0,2698.24,10,97542,9618,0,110347.76,107160,3187.76
POLK,2013,4910,0,511,0,140770,14899,0,161090,155669,5421
POLK,2014,9564,0,1642,0,114567,24302,212,150287,139081,11206
POLK,2015,8993,0,1634,0,117072,10705,0,138404,127777,10627
POLK,2016,10149,0,0,0,93273,15401,0,118823,108674,10149
SHERMAN,1962,0,0,0,0,0,0,0,0,0,0
SHERMAN,1963,0,0,0,,0,0,0,0,0,0
SHERMAN,1964,0,0,0,,0,0,0,0,0,0
SHERMAN,1965,0,0,0,0,0,0,0,0,0,0
SHERMAN,1966,0,0,0,0,0,0,0,0,0,0
SHERMAN,1967,0,0,0,0,0,0,0,0,0,0
SHERMAN,1968,0,0,0,0,0,0,0,0,0,0
SHERMAN,1969,0,0,0,0,0,0,0,0,0,0
SHERMAN,1970,0,0,0,0,0,0,0,0,0,0
SHERMAN,1971,0,0,0,0,0,0,0,0,0,0
SHERMAN,1972,0,0,0,0,0,0,0,0,0,0
SHERMAN,1973,0,0,0,0,0,0,0,0,0,0
SHERMAN,1974,0,0,0,0,0,0,0,0,0,0
SHERMAN,1975,0,0,0,0,0,0,0,0,0,0
SHERMAN,1976,0,0,0,0,0,0,0,0,0,0
SHERMAN,1977,0,0,0,0,0,0,0,0,0,0
SHERMAN,1978,0,0,0,0,0,0,0,0,0,0
SHERMAN,1979,0,0,0,0,0,0,0,0,0,0
SHERMAN,1980,0,0,0,0,0,0,0,0,0,0
SHERMAN,1981,0,0,0,0,0,0,0,0,0,0
SHERMAN,1982,0,0,0,0,0,876,0,876,876,0
SHERMAN,1983,0,0,0,0,0,0,0,0,0,0
SHERMAN,1984,0,0,0,0,0,0,0,0,0,0
SHERMAN,1985,0,0,0,0,0,0,0,0,0,0
SHERMAN,1986,0,0,0,0,28,0,0,28,28,0
SHERMAN,1987,0,0,0,0,0,0,0,0,0,0
SHERMAN,1988,0,0,0,0,0,0,0,0,0,0
SHERMAN,1989,0,0,0,0,20,2,0,22,22,0
SHERMAN,1990,0,0,0,0,0,0,0,0,0,0
SHERMAN,1991,0,0,0,0,0,0,0,0,0,0
SHERMAN,1992,0,0,0,0,0,0,0,0,0,0
SHERMAN,1993,0,0,0,0,0,0,0,0,0,0
SHERMAN,1994,0,0,0,0,0,0,0,0,0,0
SHERMAN,1995,0,0,0,0,0,0,0,0,0,0
SHERMAN,1996,0,0,0,0,0,0,0,0,0,0
SHERMAN,1997,0,0,0,0,0,0,0,0,0,0
SHERMAN,1998,0,0,0,0,127,22,0,149,149,0
SHERMAN,1999,0,0,0,0,0,0,0,0,0,0
SHERMAN,2000,0,0,0,0,0,0,0,0,0,0
SHERMAN,2001,0,0,0,0,0,0,0,0,0,0
SHERMAN,2002,0,0,0,0,0,0,0,0,0,0
SHERMAN,2003,0,0,0,0,0,0,0,0,0,0
SHERMAN,2004,0,0,0,0,0,0,0,0,0,0
SHERMAN,2005,0,0,0,0,0,0,0,0,0,0
SHERMAN,2006,0,0,0,0,0,0,0,0,0,0
SHERMAN,2007,0,0,0,0,0,0,0,0,0,0
SHERMAN,2008,0,0,0,0,0,0,0,0,0,0
SHERMAN,2009,0,0,0,0,0,0,0,0,0,0
SHERMAN,2010,0,0,0,0,0,0,0,0,0,0
SHERMAN,2011,0,0,0,0,0,0,0,0,0,0
SHERMAN,2012,0,0,0,0,0,,0,0,0,0
SHERMAN,2013,0,0,0,0,0,0,0,0,0,0
SHERMAN,2014,0,0,0,0,0,0,0,0,0,0
SHERMAN,2015,0,0,0,0,0,0,0,0,0,0
SHERMAN,2016,0,0,0,0,0,0,0,0,0,0
TILLAMOOK,1962,42268,24900,62883,0,95396,6858,0,232305,102254,130051
TILLAMOOK,1963,18383,53300,63914,,92175,5749,0,233521,97924,135597
TILLAMOOK,1964,28956,54700,61008,,87427,6918,0,239009,94345,144664
TILLAMOOK,1965,26057,42700,43249,800,104148,18798,0,235752,122946,112806
TILLAMOOK,1966,28072,35200,40943,9260,90342,8585,0,212402,98927,113475
TILLAMOOK,1967,58205,42700,27871,1723,113742,8990,0,253231,122732,130499
TILLAMOOK,1968,52799,47152,50988,180,105940,6785,0,263844,112725,151119
TILLAMOOK,1969,20908,34572,49297,830,135827,8181,0,249615,144008,105607
TILLAMOOK,1970,41258,22098,31597,30,112467,5548,0,212998,118015,94983
TILLAMOOK,1971,31044,19849,32224,0,179172,3947,0,266236,183119,83117
TILLAMOOK,1972,46895,67168,36095,0,101595,820,0,252573,102415,150158
TILLAMOOK,1973,63376,88624,58995,519,124033,5211,0,340758,129244,211514
TILLAMOOK,1974,40495,44114,31876,0,140973,4982,0,262440,145955,116485
TILLAMOOK,1975,18502,22773,34301,299,101722,5489,0,183086,107211,75875
TILLAMOOK,1976,49211,47768,24459,160,134860,6323,0,262781,141183,121598
TILLAMOOK,1977,41132,32401,41156,0,135911,10770,0,261370,146681,114689
TILLAMOOK,1978,36937,19555,14764,500,142002,5284,0,219042,147286,71756
TILLAMOOK,1979,21443,55224,27211,386,142556,4929,0,251749,147485,104264
TILLAMOOK,1980,32887,50529,28905,523,115914,4082,0,232840,119996,112844
TILLAMOOK,1981,33366,17024,37027,50,101757,2158,0,191382,103915,87467
TILLAMOOK,1982,6427,24937,18173,0,83161,1780,0,134478,84941,49537
TILLAMOOK,1983,36672,27283,51563,0,85733,3018,0,204269,88751,115518
TILLAMOOK,1984,34127,77332,26875,1632,62069,4884,0,206919,66953,139966
TILLAMOOK,1985,46322,72612,29693,596,43729,7244,0,200196,50973,149223
TILLAMOOK,1986,41020,55880,30720,1804,45810,13362,0,188596,59172,129424
TILLAMOOK,1987,33215,38478,20555,3420,55269,11952,0,162889,67221,95668
TILLAMOOK,1988,58497,51126,53822,3615,30103,9930,0,207093,40033,167060
TILLAMOOK,1989,52285,33646,34748,244,36724,12013,0,169660,48737,120923
TILLAMOOK,1990,21861,25989,19119,5956,59194,7111,0,139230,66305,72925
TILLAMOOK,1991,26394,26097,21560,22,90720,10239,0,175032,100959,74073
TILLAMOOK,1992,16604,4874,27975,944,68970,13659,0,133026,82629,50397
TILLAMOOK,1993,7558,8353,17115,388,58649,14348,0,106411,72997,33414
TILLAMOOK,1994,14,1157,33442,2394,85716,13913,0,136636,99629,37007
TILLAMOOK,1995,0,6157,20047,731,73882,14598,0,115415,88480,26935
TILLAMOOK,1996,1675,1551,28349,1173,66061,8326,0,107135,74387,32748
TILLAMOOK,1997,781,7501,44229,360,50156,5895,0,108922,56051,52871
TILLAMOOK,1998,625,4388,35366,1464,44770,6640,0,93253,51410,41843
TILLAMOOK,1999,329,770,70929,0,49903,4720,0,126651,54623,72028
TILLAMOOK,2000,15,1245,57203,0,55521,7008,0,120992,62529,58463
TILLAMOOK,2001,0,0,68661,0,64948,1656,0,135265,66604,68661
TILLAMOOK,2002,82,53,62807,0,80101,3385,0,146428,83486,62942
TILLAMOOK,2003,0,2970,65923,13,99301,2220,0,170427,101521,68906
TILLAMOOK,2004,1244,610,76066,0,83144,6025,0,167089,89169,77920
TILLAMOOK,2005,2744,1551,107849,1445,88453,8074,0,210116,96527,113589
TILLAMOOK,2006,4290,2873,92525,0,101976,8601,0,210265,110577,99688
TILLAMOOK,2007,5069,2308,81834,915,63766,7608,0,161500,71374,90126
TILLAMOOK,2008,1906,5671,73036,295,94215,7195,0,182318,101410,80908
TILLAMOOK,2009,3003,5250,64670,185,67134,1776,0,142018,68910,73108
TILLAMOOK,2010,1288,8749,81553,0,94114,6657,0,192361,100771,91590
TILLAMOOK,2011,969,3982,63929,1619,98206,10453,0,179158,108659,70499
TILLAMOOK,2012,1619.19,3672.26,65452.38,0,88233,3808,0,162784.83,92041,70743.83
TILLAMOOK,2013,416,6703,83705,1505,102316,7195,0,201840,109511,92329
TILLAMOOK,2014,4733,10601,71453,0,84478,5242,0,176507,89720,86787
TILLAMOOK,2015,7644,12190,76834,522,84000,4290,0,185480,88290,97190
TILLAMOOK,2016,654,5814,85500,363,109139,8810,0,210280,117949,92331
UMATILLA,1962,0,33400,0,0,50253,60833,11779,156265,122865,33400
UMATILLA,1963,0,50400,0,,21930,27587,5134,105051,54651,50400
UMATILLA,1964,0,27900,87,,26918,19578,1661,76144,48157,27987
UMATILLA,1965,0,31300,850,0,34721,26323,262,93456,61306,32150
UMATILLA,1966,3700,40900,0,0,37340,28402,2357,112699,68099,44600
UMATILLA,1967,186,45000,0,0,4485,14139,246,64056,18870,45186
UMATILLA,1968,145,50664,0,0,7587,14156,699,73251,22442,50809
UMATILLA,1969,0,52987,0,0,25253,12580,26,90846,37859,52987
UMATILLA,1970,251,18128,0,0,12976,12898,833,45086,26707,18379
UMATILLA,1971,0,24911,0,0,4796,14482,252,44441,19530,24911
UMATILLA,1972,450,41422,0,0,6082,15119,0,63073,21201,41872
UMATILLA,1973,0,53559,0,0,5350,7373,0,66282,12723,53559
UMATILLA,1974,0,42213,0,0,17804,13754,0,73771,31558,42213
UMATILLA,1975,1321,62717,0,0,18523,3660,0,86221,22183,64038
UMATILLA,1976,4776,78316,0,0,6605,6351,0,96048,12956,83092
UMATILLA,1977,100,42234,0,0,15649,10191,0,68174,25840,42334
UMATILLA,1978,966,42398,0,0,9189,23525,1192,77270,33906,43364
UMATILLA,1979,0,59470,1575,0,21240,7860,1062,91207,30162,61045
UMATILLA,1980,3323,50939,23,25,33030,16570,867,104777,50467,54310
UMATILLA,1981,0,32200,0,200,26910,4220,288,63818,31418,32400
UMATILLA,1982,2016,30763,63,0,29326,4912,3273,70353,37511,32842
UMATILLA,1983,732,43843,1930,0,29857,11212,535,88109,41604,46505
UMATILLA,1984,358,34054,0,0,14587,7086,3361,59446,25034,34412
UMATILLA,1985,0,22240,0,2254,13159,12447,65,50165,25671,24494
UMATILLA,1986,0,21813,0,0,16069,16942,65,54889,33076,21813
UMATILLA,1987,883,44115,0,0,18202,24798,0,87998,43000,44998
UMATILLA,1988,1255,21314,0,0,21985,15475,22,60051,37482,22569
UMATILLA,1989,654,46339,0,0,26215,9538,7,82753,35760,46993
UMATILLA,1990,0,29458,0,0,49180,11769,37,90444,60986,29458
UMATILLA,1991,0,43785,0,0,40908,15220,0,99913,56128,43785
UMATILLA,1992,0,41733,0,0,56632,43278,0,141643,99910,41733
UMATILLA,1993,0,21678,0,0,42048,37993,0,101719,80041,21678
UMATILLA,1994,0,2863,130,0,35495,25347,1072,64907,61914,2993
UMATILLA,1995,0,326,0,66,39344,12877,1487,54100,53708,392
UMATILLA,1996,0,3190,0,0,4159,12371,375,20095,16905,3190
UMATILLA,1997,344,12291,20,0,12136,10654,656,36101,23446,12655
UMATILLA,1998,542,15451,0,0,18176,9321,496,43986,27993,15993
UMATILLA,1999,83,6931,0,0,25360,9164,634,42172,35158,7014
UMATILLA,2000,0,7582,34,27,9157,7427,627,24854,17211,7643
UMATILLA,2001,0,3333,246,0,21436,10202,584,35801,32222,3579
UMATILLA,2002,0,5456,896,0,23170,17817,502,47841,41489,6352
UMATILLA,2003,0,1094,376,417,6753,6811,484,15935,14048,1887
UMATILLA,2004,0,3633,310,0,14542,12342,485,31312,27369,3943
UMATILLA,2005,0,4897,75,0,15274,17510,510,38266,33294,4972
UMATILLA,2006,0,2114,147,0,8616,6789,516,18182,15921,2261
UMATILLA,2007,0,3253,17,0,4863,3717,420,12270,9000,3270
UMATILLA,2008,0,1558,0,284,4003,4952,1988,12785,10943,1842
UMATILLA,2009,0,758,0,0,9994,1091,420,12263,11505,758
UMATILLA,2010,0,1713,16,0,7462,1987,420,11598,9869,1729
UMATILLA,2011,0,1189,0,0,5241,2409,320,9159,7970,1189
UMATILLA,2012,0,287.92,0,0,3515,3482,100,7384.92,7097,287.92
UMATILLA,2013,0,1,0,8,14687,8137,0,22833,22824,9
UMATILLA,2014,0,199,0,0,7267,4344,3359,15169,14970,199
UMATILLA,2015,0,2765,0,0,6092,7242,0,16099,13334,2765
UMATILLA,2016,0,4657,0,0,7716,3012,0,15385,10728,4657
UNION,1962,0,67700,0,0,13107,22195,0,103002,35302,67700
UNION,1963,0,72200,275,,6558,35473,0,114506,42031,72475
UNION,1964,0,47300,0,,12828,38020,0,98148,50848,47300
UNION,1965,0,68800,0,0,24840,29855,0,123495,54695,68800
UNION,1966,0,44100,0,0,21644,23970,0,89714,45614,44100
UNION,1967,4355,54700,0,0,30551,22226,0,111832,52777,59055
UNION,1968,971,50002,0,0,15845,13757,0,80575,29602,50973
UNION,1969,816,75054,870,0,15460,11494,0,103694,26954,76740
UNION,1970,101,74095,1650,0,38458,15976,0,130280,54434,75846
UNION,1971,5748,78200,0,0,27276,5633,0,116857,32909,83948
UNION,1972,101,111435,250,0,12460,15718,377,140341,28555,111786
UNION,1973,692,75791,0,0,13569,16575,0,106627,30144,76483
UNION,1974,188,71612,0,0,58603,73243,0,203646,131846,71800
UNION,1975,2106,77294,0,0,23355,6826,0,109581,30181,79400
UNION,1976,387,70495,28,0,43801,14139,0,128850,57940,70910
UNION,1977,0,73606,0,0,21184,30189,0,124979,51373,73606
UNION,1978,152,80164,796,0,25298,27615,0,134025,52913,81112
UNION,1979,0,59701,0,0,45400,12870,0,117971,58270,59701
UNION,1980,1068,46045,0,0,73900,16210,0,137223,90110,47113
UNION,1981,182,56851,0,200,39950,11120,0,108303,51070,57233
UNION,1982,0,17567,75,0,41857,8535,0,68034,50392,17642
UNION,1983,2468,58666,1138,0,45026,6140,0,113438,51166,62272
UNION,1984,141,57504,0,0,36203,14808,276,108932,51287,57645
UNION,1985,352,93292,0,0,28775,14344,0,136763,43119,93644
UNION,1986,716,172555,0,0,42565,15465,0,231301,58030,173271
UNION,1987,226,119027,0,0,21234,17851,0,158338,39085,119253
UNION,1988,0,91537,0,0,43237,21788,0,156562,65025,91537
UNION,1989,39,106561,0,0,25123,17235,0,148958,42358,106600
UNION,1990,0,58116,0,0,37133,17904,0,113153,55037,58116
UNION,1991,691,62422,0,0,52875,18758,0,134746,71633,63113
UNION,1992,0,53436,0,0,51307,43296,0,148039,94603,53436
UNION,1993,0,40703,187,0,69942,32379,0,143211,102321,40890
UNION,1994,0,14478,960,0,41683,28351,0,85472,70034,15438
UNION,1995,0,13862,0,0,39604,23702,0,77168,63306,13862
UNION,1996,24,30390,0,0,33453,25503,0,89370,58956,30414
UNION,1997,913,21445,0,1,20339,11642,0,54340,31981,22359
UNION,1998,1730,9226,0,0,19805,21174,0,51935,40979,10956
UNION,1999,0,8129,0,3,26403,15523,0,50058,41926,8132
UNION,2000,0,8748,0,0,37289,17888,0,63925,55177,8748
UNION,2001,0,6313,379,0,30616,10785,0,48093,41401,6692
UNION,2002,0,9280,396,86,31369,6727,0,47858,38096,9762
UNION,2003,0,7551,0,0,31900,7629,0,47080,39529,7551
UNION,2004,0,4647,258,0,42221,12225,0,59351,54446,4905
UNION,2005,0,9265,18,0,43658,15875,0,68816,59533,9283
UNION,2006,411,8656,152,0,50193,15660,0,75072,65853,9219
UNION,2007,0,10444,0,0,35953,16260,0,62657,52213,10444
UNION,2008,0,5855,7,5,49430,3773,0,59070,53203,5867
UNION,2009,0,12893,80,6758,27491,1853,0,49075,29344,19731
UNION,2010,0,8320,16,2271,32559,1604,0,44770,34163,10607
UNION,2011,0,7044,5,2796,25046,6092,100,41083,31238,9845
UNION,2012,0,3119.47,0,0,30611,6238,0,39968.47,36849,3119.47
UNION,2013,0,1733,0,0,18899,13396,0,34028,32295,1733
UNION,2014,0,6211,0,0,21350,11836,0,39397,33186,6211
UNION,2015,0,5395,0,0,16004,14022,0,35421,30026,5395
UNION,2016,0,3549,0,608,31916,7136,0,43209,39052,4157
WALLOWA,1962,440,27300,0,0,28577,26606,0,82923,55183,27740
WALLOWA,1963,179,73700,0,,57040,6357,0,137276,63397,73879
WALLOWA,1964,74,55600,0,,25800,15097,0,96571,40897,55674
WALLOWA,1965,0,61900,0,0,35094,32323,0,129317,67417,61900
WALLOWA,1966,45,55700,0,0,32642,12887,0,101274,45529,55745
WALLOWA,1967,256,76200,0,0,48703,7219,0,132378,55922,76456
WALLOWA,1968,2195,98851,0,0,49106,3722,0,153874,52828,101046
WALLOWA,1969,322,129883,0,0,22430,12059,0,164694,34489,130205
WALLOWA,1970,86,56639,0,0,15712,20195,0,92632,35907,56725
WALLOWA,1971,161,66887,0,0,7797,5946,0,80791,13743,67048
WALLOWA,1972,171,72337,4121,0,8734,8570,0,93933,17304,76629
WALLOWA,1973,2485,57705,319,26,16325,9877,0,86737,26202,60535
WALLOWA,1974,0,57188,0,0,17531,5372,0,80091,22903,57188
WALLOWA,1975,0,56538,0,0,19460,10909,0,86907,30369,56538
WALLOWA,1976,254,45309,0,0,8158,12021,0,65742,20179,45563
WALLOWA,1977,1145,40414,0,0,10072,17737,0,69368,27809,41559
WALLOWA,1978,6,52439,0,0,15540,13720,0,81705,29260,52445
WALLOWA,1979,0,77193,0,0,22120,6160,0,105473,28280,77193
WALLOWA,1980,0,60345,0,0,33200,10300,0,103845,43500,60345
WALLOWA,1981,0,61085,0,0,22340,9690,0,93115,32030,61085
WALLOWA,1982,0,31954,0,0,32580,8659,0,73193,41239,31954
WALLOWA,1983,728,62443,0,0,38772,5896,0,107839,44668,63171
WALLOWA,1984,0,70222,0,0,34357,6048,0,110627,40405,70222
WALLOWA,1985,0,72682,0,0,24104,6209,0,102995,30313,72682
WALLOWA,1986,0,82388,840,0,18001,5683,0,106912,23684,83228
WALLOWA,1987,1275,94651,0,0,25409,12924,0,134259,38333,95926
WALLOWA,1988,0,71670,0,0,22902,15705,0,110277,38607,71670
WALLOWA,1989,0,87018,1121,0,29761,26839,0,144739,56600,88139
WALLOWA,1990,0,53457,980,0,32101,14262,0,100800,46363,54437
WALLOWA,1991,0,58933,0,0,27638,10175,0,96746,37813,58933
WALLOWA,1992,0,48946,0,0,45946,15958,0,110850,61904,48946
WALLOWA,1993,0,13223,0,0,29893,15098,0,58214,44991,13223
WALLOWA,1994,0,192,0,0,33471,22199,0,55862,55670,192
WALLOWA,1995,0,1480,0,91,24424,13461,0,39456,37885,1571
WALLOWA,1996,0,5446,0,14,33140,18776,0,57376,51916,5460
WALLOWA,1997,0,14663,0,0,30458,9888,0,55009,40346,14663
WALLOWA,1998,0,14076,0,43,48947,9961,0,73027,58908,14119
WALLOWA,1999,0,4937,0,45,63081,11551,0,79614,74632,4982
WALLOWA,2000,0,6327,0,0,43642,14765,0,64734,58407,6327
WALLOWA,2001,0,10458,257,0,35708,4123,0,50546,39831,10715
WALLOWA,2002,0,4679,0,0,49733,4905,0,59317,54638,4679
WALLOWA,2003,0,5200,0,17,54210,7781,0,67208,61991,5217
WALLOWA,2004,0,5039,0,0,37603,16493,0,59135,54096,5039
WALLOWA,2005,0,1854,0,258,49198,12472,0,63782,61670,2112
WALLOWA,2006,0,1637,0,8,65738,5292,0,72675,71030,1645
WALLOWA,2007,265,4593,3,0,47506,1272,0,53639,48778,4861
WALLOWA,2008,0,1871,0,0,42816,1640,0,46327,44456,1871
WALLOWA,2009,0,195,0,0,39891,937,0,41023,40828,195
WALLOWA,2010,0,1987,312,0,48346,2444,0,53089,50790,2299
WALLOWA,2011,0,2576,0,0,52675,2334,0,57585,55009,2576
WALLOWA,2012,0,3067.68,0,0,44893,4659,0,52619.68,49552,3067.68
WALLOWA,2013,0,8487,0,0,35015,4135,0,47637,39150,8487
WALLOWA,2014,0,3966,0,0,41225,4700,0,49891,45925,3966
WALLOWA,2015,0,3362,0,17,37112,9288,0,49779,46400,3379
WALLOWA,2016,1088,17161,6693,0,28719,3528,0,57189,32247,24942
WASCO,1962,5,42300,1380,0,14640,10180,30143,98648,54963,43685
WASCO,1963,137,56700,1400,,17850,16656,18038,110781,52544,58237
WASCO,1964,1109,57500,0,,18600,2428,15605,95242,36633,58609
WASCO,1965,184,53700,8200,0,16700,3945,23792,106521,44437,62084
WASCO,1966,1306,55300,2000,0,8565,1124,37098,105393,46787,58606
WASCO,1967,0,54100,0,0,60,180,92538,146878,92778,54100
WASCO,1968,1166,28372,0,0,1000,3206,53256,87000,57462,29538
WASCO,1969,0,73063,0,0,2844,1237,51168,128312,55249,73063
WASCO,1970,1016,50965,0,0,1387,3287,46759,103414,51433,51981
WASCO,1971,23,69937,360,0,0,3200,55309,128829,58509,70320
WASCO,1972,0,83245,0,0,3925,8589,66432,162191,78946,83245
WASCO,1973,80,58994,0,0,4421,4080,75330,142905,83831,59074
WASCO,1974,0,75509,0,0,20394,4355,83474,183732,108223,75509
WASCO,1975,0,79674,0,0,0,2611,89322,171607,91933,79674
WASCO,1976,0,59642,0,0,1615,2792,74353,138402,78760,59642
WASCO,1977,0,64408,0,0,3854,8708,86387,163357,98949,64408
WASCO,1978,0,68364,0,0,8154,4451,103149,184118,115754,68364
WASCO,1979,0,36871,0,375,5100,2630,74640,119616,82370,37246
WASCO,1980,0,39115,0,0,7500,3700,90132,140447,101332,39115
WASCO,1981,0,34090,0,0,2240,630,66086,103046,68956,34090
WASCO,1982,0,60585,0,0,19,5528,79214,145346,84761,60585
WASCO,1983,0,94796,0,308,762,1883,63606,161355,66251,95104
WASCO,1984,0,91062,0,46,1653,9223,59284,161268,70160,91108
WASCO,1985,0,81193,0,240,28873,1743,75535,187584,106151,81433
WASCO,1986,0,45288,3470,0,20521,3616,52499,125394,76636,48758
WASCO,1987,0,62607,0,508,19993,1090,79582,163780,100665,63115
WASCO,1988,0,50861,0,0,16934,2253,81527,151575,100714,50861
WASCO,1989,0,42348,2894,0,27462,9019,80603,162326,117084,45242
